epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,249.9,1.67288,1.69092,2.02831,0.76408,0.6134,0.68986,0.41338,1.49207,1.56491,2.12407,0.0017228,0.0017228,0.0017228
23,261.052,1.68118,1.68517,2.03519,0.69022,0.69206,0.69616,0.40729,1.5257,1.5704,2.11826,0.0017096,0.0017096,0.0017096
24,272.083,1.66419,1.63897,1.99522,0.66485,0.65909,0.68625,0.38442,1.55746,1.56975,2.15661,0.0016964,0.0016964,0.0016964
25,283.341,1.61779,1.59078,1.95669,0.75605,0.65741,0.69958,0.40941,1.46166,1.4861,2.07632,0.0016832,0.0016832,0.0016832
26,294.489,1.59118,1.58253,1.933,0.78556,0.67424,0.72891,0.43445,1.51404,1.4534,2.13035,0.00167,0.00167,0.00167
27,305.702,1.6719,1.63702,1.99493,0.74061,0.57576,0.65049,0.37138,1.53483,1.65488,2.1117,0.0016568,0.0016568,0.0016568
28,316.868,1.57125,1.56523,1.91809,0.75153,0.68742,0.75977,0.45598,1.45791,1.42786,2.0247,0.0016436,0.0016436,0.0016436
29,328.054,1.55653,1.52272,1.90534,0.76106,0.6515,0.73154,0.41753,1.4984,1.45223,2.02911,0.0016304,0.0016304,0.0016304
30,339.275,1.52838,1.53491,1.87699,0.75846,0.60606,0.68022,0.40942,1.46241,1.54583,2.0478,0.0016172,0.0016172,0.0016172
31,350.629,1.5268,1.56111,1.89401,0.79318,0.70455,0.75726,0.47376,1.40785,1.44127,2.03447,0.001604,0.001604,0.001604
32,361.641,1.52624,1.48255,1.88432,0.65,0.75758,0.75602,0.4547,1.39466,1.33921,1.92225,0.0015908,0.0015908,0.0015908
33,372.877,1.50575,1.47248,1.86465,0.69007,0.7197,0.70487,0.4318,1.38686,1.41471,1.94731,0.0015776,0.0015776,0.0015776
34,384.052,1.46422,1.42347,1.84299,0.79472,0.63636,0.7656,0.4539,1.40584,1.28635,2.00599,0.0015644,0.0015644,0.0015644
35,395.279,1.43829,1.38203,1.81421,0.77177,0.60606,0.70899,0.4432,1.43209,1.39025,2.04965,0.0015512,0.0015512,0.0015512
36,406.318,1.46369,1.395,1.83263,0.71514,0.77977,0.78084,0.48749,1.36934,1.19447,1.92681,0.001538,0.001538,0.001538
37,417.71,1.445,1.40596,1.84326,0.70736,0.74242,0.77169,0.50649,1.28695,1.31406,1.82452,0.0015248,0.0015248,0.0015248
38,429.319,1.43483,1.34694,1.79755,0.74006,0.69697,0.75623,0.4669,1.34402,1.2854,1.87325,0.0015116,0.0015116,0.0015116
39,440.521,1.43134,1.36874,1.79566,0.67931,0.72727,0.75588,0.48165,1.28615,1.30452,1.88292,0.0014984,0.0014984,0.0014984
40,451.472,1.476,1.32317,1.8355,0.70152,0.7197,0.77944,0.47829,1.34434,1.26489,1.91587,0.0014852,0.0014852,0.0014852
41,462.553,1.38529,1.27935,1.73947,0.76574,0.72727,0.75502,0.47702,1.30708,1.21544,1.89903,0.001472,0.001472,0.001472
42,473.588,1.43278,1.27035,1.77,0.71399,0.71865,0.74051,0.4843,1.24197,1.23116,1.83961,0.0014588,0.0014588,0.0014588
43,485.085,1.37441,1.275,1.73104,0.82118,0.66103,0.80948,0.52141,1.25833,1.16467,1.79544,0.0014456,0.0014456,0.0014456
44,496.735,1.35332,1.29662,1.7225,0.76825,0.7803,0.82822,0.5484,1.24315,1.07329,1.81516,0.0014324,0.0014324,0.0014324
45,507.989,1.35034,1.23709,1.6875,0.79377,0.69697,0.78846,0.51198,1.25816,1.16737,1.79042,0.0014192,0.0014192,0.0014192
46,519.21,1.32915,1.21382,1.69711,0.78978,0.76849,0.79694,0.53594,1.18804,1.08784,1.75213,0.001406,0.001406,0.001406
47,530.431,1.34612,1.24662,1.73175,0.81002,0.72727,0.83517,0.56025,1.16932,1.04085,1.69811,0.0013928,0.0013928,0.0013928
48,541.726,1.2595,1.12817,1.64338,0.77972,0.7803,0.84269,0.56395,1.19251,1.00288,1.7539,0.0013796,0.0013796,0.0013796
49,553.064,1.30236,1.20434,1.66888,0.75643,0.81818,0.83867,0.57069,1.1117,1.07372,1.67379,0.0013664,0.0013664,0.0013664
50,564.538,1.32901,1.19766,1.68627,0.82033,0.76096,0.83135,0.54248,1.19473,1.05441,1.79409,0.0013532,0.0013532,0.0013532
51,575.972,1.29122,1.17213,1.66977,0.78051,0.83333,0.86271,0.59849,1.17368,0.99862,1.79184,0.00134,0.00134,0.00134
52,587.477,1.25318,1.1526,1.6393,0.81821,0.78788,0.84009,0.55724,1.172,1.03253,1.76583,0.0013268,0.0013268,0.0013268
53,598.832,1.30306,1.19594,1.65879,0.84946,0.71212,0.83475,0.57235,1.13833,1.01354,1.74149,0.0013136,0.0013136,0.0013136
54,610.225,1.27842,1.11547,1.6241,0.77651,0.80303,0.81481,0.56374,1.10498,1.00902,1.6312,0.0013004,0.0013004,0.0013004
55,621.604,1.28291,1.1118,1.65653,0.76553,0.78788,0.83076,0.57691,1.1537,1.0246,1.73687,0.0012872,0.0012872,0.0012872
56,632.942,1.28046,1.13341,1.6506,0.85296,0.70312,0.83147,0.55143,1.16567,1.11518,1.70774,0.001274,0.001274,0.001274
57,644.612,1.23099,1.12131,1.61303,0.75492,0.81061,0.8397,0.591,1.12361,1.02284,1.66433,0.0012608,0.0012608,0.0012608
58,655.998,1.30904,1.14278,1.67503,0.82422,0.77273,0.85496,0.5936,1.08119,0.9543,1.63272,0.0012476,0.0012476,0.0012476
59,667.261,1.2812,1.14298,1.65249,0.76373,0.80812,0.83511,0.54492,1.19108,1.10625,1.76222,0.0012344,0.0012344,0.0012344
60,678.717,1.2551,1.08545,1.62298,0.79086,0.81818,0.86797,0.58741,1.14949,0.97583,1.67713,0.0012212,0.0012212,0.0012212
61,689.987,1.23034,1.06855,1.60224,0.78383,0.85158,0.86916,0.62758,1.07865,0.94602,1.59028,0.001208,0.001208,0.001208
62,701.345,1.22398,1.11904,1.59089,0.83417,0.75,0.86075,0.60776,1.04954,0.92579,1.61779,0.0011948,0.0011948,0.0011948
63,712.864,1.20368,1.07528,1.57961,0.81729,0.77944,0.85186,0.60509,1.10508,0.96263,1.66245,0.0011816,0.0011816,0.0011816
64,724.235,1.21571,1.04893,1.57377,0.81787,0.82576,0.87287,0.60124,1.11588,0.98347,1.63362,0.0011684,0.0011684,0.0011684
65,735.423,1.21842,1.05538,1.58252,0.80798,0.79692,0.85432,0.60769,1.12037,0.95384,1.64803,0.0011552,0.0011552,0.0011552
66,746.981,1.18062,1.06091,1.57006,0.84866,0.77273,0.86819,0.62397,1.08629,0.94985,1.62017,0.001142,0.001142,0.001142
67,758.209,1.21033,1.02547,1.58032,0.81076,0.81061,0.87303,0.61464,1.08791,0.93856,1.58902,0.0011288,0.0011288,0.0011288
68,770.056,1.21826,1.02967,1.5946,0.82521,0.86364,0.8922,0.63237,1.07624,0.87824,1.61063,0.0011156,0.0011156,0.0011156
69,781.585,1.22425,1.04914,1.59443,0.77245,0.82297,0.86721,0.60305,1.08537,0.95175,1.62592,0.0011024,0.0011024,0.0011024
70,792.89,1.18085,1.03621,1.55591,0.80942,0.84091,0.89651,0.63789,1.10225,0.85656,1.63704,0.0010892,0.0010892,0.0010892
71,804.117,1.19981,1.05377,1.57539,0.85054,0.79545,0.87821,0.61964,1.05546,0.95007,1.58286,0.001076,0.001076,0.001076
72,815.985,1.16233,1.00439,1.53126,0.83692,0.79545,0.89155,0.64284,1.04792,0.865,1.59165,0.0010628,0.0010628,0.0010628
73,827.893,1.19961,0.99344,1.54724,0.8087,0.83267,0.90239,0.66498,0.96215,0.82232,1.50824,0.0010496,0.0010496,0.0010496
74,839.386,1.15994,1.01515,1.53553,0.88436,0.80303,0.91451,0.65277,1.04294,0.80894,1.62801,0.0010364,0.0010364,0.0010364
75,850.98,1.15039,0.97033,1.54599,0.80416,0.87121,0.89482,0.6454,1.04173,0.83147,1.55013,0.0010232,0.0010232,0.0010232
76,863.235,1.15424,0.97242,1.54133,0.84078,0.81818,0.89075,0.64862,1.03049,0.89207,1.58444,0.00101,0.00101,0.00101
77,874.716,1.12258,0.93343,1.50769,0.85592,0.81005,0.8957,0.65606,0.99678,0.85009,1.50558,0.0009968,0.0009968,0.0009968
78,886.231,1.1567,0.93448,1.53427,0.85304,0.84091,0.90727,0.66417,0.97914,0.79271,1.54437,0.0009836,0.0009836,0.0009836
79,897.608,1.12306,0.91211,1.51295,0.80768,0.87121,0.90131,0.6655,0.95548,0.79401,1.51445,0.0009704,0.0009704,0.0009704
80,909.109,1.13002,0.91844,1.50323,0.87328,0.83536,0.90264,0.65321,1.03353,0.81314,1.51363,0.0009572,0.0009572,0.0009572
81,920.75,1.13618,0.97882,1.51733,0.89338,0.82524,0.90074,0.67314,0.98402,0.78967,1.50915,0.000944,0.000944,0.000944
82,932.443,1.1067,0.95342,1.51418,0.84649,0.81061,0.91101,0.66333,1.0006,0.76394,1.54602,0.0009308,0.0009308,0.0009308
83,943.787,1.11781,0.9268,1.49307,0.84546,0.87879,0.93405,0.70855,0.92411,0.75135,1.43134,0.0009176,0.0009176,0.0009176
84,955.422,1.10604,0.90281,1.5,0.84469,0.8653,0.91475,0.67199,0.98204,0.7921,1.53477,0.0009044,0.0009044,0.0009044
85,966.715,1.11671,0.93463,1.49131,0.76724,0.91667,0.93489,0.69243,0.97361,0.76894,1.49304,0.0008912,0.0008912,0.0008912
86,978.266,1.10716,0.90592,1.47334,0.84175,0.82576,0.89792,0.67071,0.98283,0.84405,1.52938,0.000878,0.000878,0.000878
87,989.987,1.10527,0.89634,1.47065,0.85567,0.81818,0.92076,0.6954,0.92623,0.73362,1.45299,0.0008648,0.0008648,0.0008648
88,1001.45,1.11537,0.93047,1.48728,0.84926,0.87879,0.92912,0.69152,0.92275,0.72874,1.44698,0.0008516,0.0008516,0.0008516
89,1013.17,1.09845,0.90881,1.48829,0.86909,0.85498,0.90784,0.67001,0.94696,0.78529,1.48301,0.0008384,0.0008384,0.0008384
90,1024.7,1.08606,0.87083,1.4927,0.84206,0.87121,0.92399,0.686,0.99371,0.76453,1.48646,0.0008252,0.0008252,0.0008252
91,1036.31,1.07878,0.89932,1.45518,0.89911,0.79545,0.9307,0.6768,1.00671,0.74744,1.54822,0.000812,0.000812,0.000812
92,1048.18,1.09808,0.89722,1.4946,0.86532,0.82748,0.91712,0.68262,0.98131,0.81172,1.48847,0.0007988,0.0007988,0.0007988
93,1059.86,1.09355,0.8889,1.47305,0.863,0.81131,0.92758,0.69443,0.93222,0.75153,1.45978,0.0007856,0.0007856,0.0007856
94,1071.72,1.04478,0.82778,1.4379,0.85795,0.86935,0.92574,0.69538,0.95768,0.71665,1.48855,0.0007724,0.0007724,0.0007724
95,1083.1,1.10068,0.84977,1.46884,0.83423,0.87689,0.91663,0.69827,0.93062,0.73616,1.4649,0.0007592,0.0007592,0.0007592
96,1094.51,1.08869,0.88263,1.46772,0.91537,0.81939,0.91983,0.69257,0.94527,0.7733,1.46627,0.000746,0.000746,0.000746
97,1105.9,1.05295,0.87444,1.45803,0.90053,0.87121,0.95211,0.72602,0.91895,0.67675,1.42031,0.0007328,0.0007328,0.0007328
98,1117.48,1.05926,0.84953,1.45594,0.85967,0.83536,0.9006,0.68516,0.90233,0.74284,1.44291,0.0007196,0.0007196,0.0007196
99,1128.87,1.04311,0.84738,1.41927,0.89834,0.87033,0.9402,0.7255,0.90678,0.67842,1.4306,0.0007064,0.0007064,0.0007064
100,1140.43,1.05151,0.843,1.44123,0.86286,0.93939,0.94824,0.7249,0.9344,0.68265,1.41026,0.0006932,0.0006932,0.0006932
101,1151.84,1.06602,0.85892,1.45475,0.85461,0.89066,0.93275,0.71114,0.91111,0.69726,1.41382,0.00068,0.00068,0.00068
102,1163.37,1.04594,0.82278,1.44971,0.81238,0.95127,0.9484,0.73745,0.89147,0.67703,1.41232,0.0006668,0.0006668,0.0006668
103,1174.87,1.02806,0.80893,1.42863,0.89207,0.81398,0.90509,0.70137,0.86623,0.73052,1.3725,0.0006536,0.0006536,0.0006536
104,1186.72,1.01285,0.81183,1.38632,0.81409,0.93939,0.92892,0.72877,0.86965,0.66411,1.37789,0.0006404,0.0006404,0.0006404
105,1198.1,1.01655,0.81861,1.42038,0.87988,0.86364,0.94036,0.72895,0.89102,0.65953,1.41536,0.0006272,0.0006272,0.0006272
106,1209.36,1.02254,0.77187,1.39589,0.86977,0.86013,0.92918,0.71145,0.91663,0.69082,1.40981,0.000614,0.000614,0.000614
107,1221.12,1.01403,0.79714,1.40828,0.88736,0.83555,0.93384,0.72198,0.85198,0.66019,1.35771,0.0006008,0.0006008,0.0006008
108,1232.75,0.99053,0.76923,1.37418,0.90086,0.82604,0.94308,0.72868,0.86031,0.6784,1.38617,0.0005876,0.0005876,0.0005876
109,1244.21,0.99386,0.77169,1.40759,0.86934,0.90732,0.94413,0.73872,0.86037,0.64949,1.39164,0.0005744,0.0005744,0.0005744
110,1256.21,0.9839,0.78688,1.39346,0.89125,0.86926,0.94769,0.74788,0.84357,0.63926,1.3476,0.0005612,0.0005612,0.0005612
111,1267.45,0.99138,0.77002,1.38631,0.87874,0.87879,0.9332,0.73628,0.88041,0.65611,1.38442,0.000548,0.000548,0.000548
112,1279.09,0.9912,0.78474,1.37437,0.87504,0.87121,0.93548,0.72214,0.88052,0.63667,1.38804,0.0005348,0.0005348,0.0005348
113,1290.61,1.00237,0.78089,1.3929,0.83808,0.93182,0.9455,0.7179,0.88634,0.65362,1.41548,0.0005216,0.0005216,0.0005216
114,1302.24,1.00352,0.77082,1.40251,0.85601,0.90076,0.93279,0.7361,0.83626,0.621,1.37018,0.0005084,0.0005084,0.0005084
115,1313.94,0.98811,0.78478,1.38723,0.87294,0.94697,0.95618,0.75274,0.84958,0.61071,1.36851,0.0004952,0.0004952,0.0004952
116,1325.56,0.95402,0.72658,1.34792,0.87109,0.92144,0.95143,0.74544,0.84074,0.61015,1.35208,0.000482,0.000482,0.000482
117,1337.22,0.96926,0.74396,1.34959,0.87844,0.87594,0.95019,0.74887,0.8235,0.61892,1.32843,0.0004688,0.0004688,0.0004688
118,1348.65,0.9906,0.76198,1.38988,0.88065,0.89437,0.94898,0.75239,0.83091,0.62222,1.34485,0.0004556,0.0004556,0.0004556
119,1360.46,0.96554,0.74813,1.36351,0.83805,0.91667,0.94577,0.75343,0.82065,0.6514,1.33356,0.0004424,0.0004424,0.0004424
120,1371.97,0.96088,0.7679,1.36578,0.89541,0.89394,0.95728,0.74639,0.85311,0.59831,1.37238,0.0004292,0.0004292,0.0004292
121,1383.75,0.96322,0.73977,1.34414,0.87349,0.89394,0.94161,0.74488,0.8386,0.61266,1.36858,0.000416,0.000416,0.000416
122,1395.47,0.9259,0.72734,1.32042,0.89962,0.88266,0.95275,0.75498,0.80725,0.59287,1.31211,0.0004028,0.0004028,0.0004028
123,1406.99,0.97221,0.74714,1.38215,0.92988,0.90425,0.96105,0.76155,0.84721,0.59013,1.33103,0.0003896,0.0003896,0.0003896
124,1419.02,0.95823,0.72494,1.35927,0.8425,0.93204,0.95787,0.75776,0.8238,0.59318,1.3478,0.0003764,0.0003764,0.0003764
125,1430.37,0.95226,0.76175,1.34875,0.88945,0.90909,0.9552,0.77002,0.81218,0.60278,1.34686,0.0003632,0.0003632,0.0003632
126,1442.44,0.92004,0.6971,1.30714,0.90301,0.83333,0.94339,0.75189,0.7968,0.62384,1.32231,0.00035,0.00035,0.00035
127,1454.33,0.89885,0.6944,1.30435,0.88908,0.91667,0.96121,0.76103,0.82819,0.60149,1.32134,0.0003368,0.0003368,0.0003368
128,1466.52,0.94408,0.6994,1.331,0.91277,0.87205,0.94456,0.74794,0.83368,0.60543,1.36259,0.0003236,0.0003236,0.0003236
129,1477.91,0.95436,0.73181,1.33649,0.87586,0.93939,0.95336,0.76074,0.83424,0.59267,1.35089,0.0003104,0.0003104,0.0003104
130,1489.66,0.91699,0.71152,1.32936,0.91146,0.87879,0.95891,0.77564,0.80719,0.57035,1.33269,0.0002972,0.0002972,0.0002972
131,1501.34,0.87484,0.67876,1.28129,0.91266,0.87077,0.94961,0.76868,0.81677,0.61414,1.34874,0.000284,0.000284,0.000284
132,1513.09,0.88945,0.69305,1.31338,0.85891,0.92241,0.95242,0.76218,0.81796,0.58931,1.33988,0.0002708,0.0002708,0.0002708
133,1524.58,0.92339,0.70097,1.32907,0.83923,0.94911,0.95474,0.77821,0.77857,0.59865,1.29577,0.0002576,0.0002576,0.0002576
134,1536.06,0.92237,0.69492,1.32844,0.88161,0.90263,0.95702,0.77483,0.80401,0.59796,1.295,0.0002444,0.0002444,0.0002444
135,1547.37,0.88772,0.68172,1.30037,0.88416,0.92516,0.9572,0.77527,0.76476,0.57648,1.28189,0.0002312,0.0002312,0.0002312
136,1559.07,0.88964,0.68486,1.28967,0.85541,0.94124,0.95764,0.76022,0.80677,0.5892,1.31464,0.000218,0.000218,0.000218
137,1570.79,0.89841,0.70835,1.30646,0.86077,0.91667,0.95449,0.77367,0.77105,0.58212,1.28252,0.0002048,0.0002048,0.0002048
138,1582.64,0.87238,0.66412,1.28614,0.90439,0.91667,0.96352,0.7828,0.76745,0.57477,1.27649,0.0001916,0.0001916,0.0001916
139,1594.79,0.87441,0.66919,1.30089,0.929,0.89217,0.9637,0.78714,0.7845,0.56105,1.30055,0.0001784,0.0001784,0.0001784
140,1606.91,0.87284,0.66486,1.29484,0.92974,0.87879,0.96292,0.79106,0.77259,0.54964,1.31149,0.0001652,0.0001652,0.0001652
141,1621.39,0.7547,0.54803,1.22012,0.90059,0.88636,0.96252,0.78868,0.76975,0.5487,1.30612,0.000152,0.000152,0.000152
142,1632.76,0.77305,0.54143,1.24098,0.88143,0.91667,0.95994,0.78365,0.76728,0.55346,1.28779,0.0001388,0.0001388,0.0001388
143,1643.92,0.77387,0.53761,1.24223,0.90298,0.90152,0.96108,0.79182,0.76382,0.54997,1.29399,0.0001256,0.0001256,0.0001256
144,1655.19,0.75807,0.54159,1.23359,0.92163,0.94697,0.96787,0.79446,0.76687,0.54445,1.28789,0.0001124,0.0001124,0.0001124
145,1666.37,0.76526,0.52263,1.23423,0.90114,0.91667,0.9624,0.79319,0.76061,0.53692,1.31586,9.92e-05,9.92e-05,9.92e-05
146,1677.95,0.74155,0.513,1.22077,0.90259,0.90909,0.96405,0.79567,0.76018,0.53623,1.31165,8.6e-05,8.6e-05,8.6e-05
147,1689.31,0.75721,0.52848,1.24237,0.90285,0.91524,0.96653,0.80003,0.76262,0.5269,1.31378,7.28e-05,7.28e-05,7.28e-05
148,1700.18,0.74113,0.51379,1.2087,0.89924,0.93182,0.96751,0.79696,0.75233,0.52452,1.29582,5.96e-05,5.96e-05,5.96e-05
149,1711.27,0.73291,0.521,1.20928,0.88449,0.92817,0.96607,0.80172,0.74457,0.52776,1.28557,4.64e-05,4.64e-05,4.64e-05
150,1722.45,0.7093,0.48974,1.17433,0.89262,0.94465,0.9653,0.80333,0.74475,0.52577,1.28677,3.32e-05,3.32e-05,3.32e-05
