epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,297.943,1.69137,1.73666,1.86653,0.72735,0.62651,0.66155,0.40733,1.47189,1.67871,1.75805,0.0016568,0.0016568,0.0016568
28,309.019,1.6487,1.66413,1.81686,0.75607,0.61364,0.70315,0.44014,1.38539,1.51114,1.67277,0.0016436,0.0016436,0.0016436
29,320.12,1.60776,1.64955,1.80974,0.73473,0.68182,0.71599,0.44577,1.46466,1.38985,1.75814,0.0016304,0.0016304,0.0016304
30,330.992,1.6119,1.66481,1.79533,0.66907,0.67424,0.68375,0.41735,1.49879,1.54281,1.7139,0.0016172,0.0016172,0.0016172
31,341.797,1.60842,1.72169,1.78397,0.75111,0.61729,0.70378,0.39617,1.52076,1.52149,1.75772,0.001604,0.001604,0.001604
32,352.682,1.62855,1.64651,1.81716,0.59448,0.61364,0.62263,0.3629,1.45336,1.62029,1.75378,0.0015908,0.0015908,0.0015908
33,363.777,1.60749,1.63081,1.79414,0.692,0.66382,0.67425,0.414,1.47947,1.62792,1.7667,0.0015776,0.0015776,0.0015776
34,374.726,1.54877,1.58744,1.76846,0.68544,0.62879,0.66794,0.4178,1.40535,1.46739,1.68138,0.0015644,0.0015644,0.0015644
35,385.686,1.5058,1.53252,1.71679,0.65815,0.57576,0.63353,0.39552,1.46854,2.35055,1.81643,0.0015512,0.0015512,0.0015512
36,396.413,1.52819,1.53125,1.73873,0.75402,0.70455,0.73255,0.46209,1.39476,1.34321,1.68872,0.001538,0.001538,0.001538
37,407.321,1.55214,1.52299,1.77871,0.77203,0.67424,0.76718,0.5079,1.29616,1.3709,1.59127,0.0015248,0.0015248,0.0015248
38,418.522,1.49018,1.46799,1.68979,0.7569,0.66046,0.77149,0.48948,1.33297,1.29651,1.56988,0.0015116,0.0015116,0.0015116
39,429.363,1.52498,1.51933,1.72631,0.74675,0.64782,0.71974,0.45444,1.37254,1.40062,1.64158,0.0014984,0.0014984,0.0014984
40,440.126,1.49361,1.45067,1.71001,0.67926,0.70593,0.7285,0.45845,1.33976,1.33303,1.64402,0.0014852,0.0014852,0.0014852
41,450.987,1.48574,1.43787,1.68219,0.67084,0.74112,0.72452,0.46511,1.3419,1.32442,1.64482,0.001472,0.001472,0.001472
42,461.746,1.47972,1.38893,1.69943,0.6418,0.75,0.71795,0.45402,1.3316,1.28375,1.63925,0.0014588,0.0014588,0.0014588
43,472.881,1.44556,1.43187,1.63436,0.71795,0.74242,0.78257,0.50306,1.27231,1.41556,1.51114,0.0014456,0.0014456,0.0014456
44,484.19,1.42435,1.39915,1.6396,0.72487,0.77841,0.80446,0.49798,1.37686,1.18849,1.61304,0.0014324,0.0014324,0.0014324
45,494.939,1.44949,1.42294,1.6569,0.66969,0.78336,0.75008,0.48318,1.30664,1.22734,1.5757,0.0014192,0.0014192,0.0014192
46,505.706,1.40237,1.33191,1.61219,0.76602,0.74409,0.77148,0.49271,1.25982,1.27393,1.53357,0.001406,0.001406,0.001406
47,516.542,1.43377,1.40098,1.64903,0.75241,0.78788,0.81079,0.52614,1.30183,1.21391,1.53578,0.0013928,0.0013928,0.0013928
48,527.406,1.35712,1.26927,1.57237,0.75558,0.77285,0.81874,0.54028,1.28933,1.12234,1.56323,0.0013796,0.0013796,0.0013796
49,538.362,1.39776,1.36393,1.62572,0.79931,0.72415,0.79853,0.53669,1.21879,1.22415,1.57886,0.0013664,0.0013664,0.0013664
50,549.415,1.45406,1.36206,1.65402,0.72427,0.73629,0.76338,0.49917,1.27176,1.2278,1.60084,0.0013532,0.0013532,0.0013532
51,560.297,1.38832,1.33459,1.60424,0.78661,0.72727,0.82037,0.56297,1.21296,1.10542,1.50548,0.00134,0.00134,0.00134
52,571.347,1.35146,1.26876,1.57765,0.73869,0.74242,0.80822,0.52406,1.26242,1.17183,1.56335,0.0013268,0.0013268,0.0013268
53,582.104,1.38512,1.35967,1.60158,0.69638,0.74242,0.77766,0.52987,1.22812,1.15377,1.50357,0.0013136,0.0013136,0.0013136
54,593.038,1.3715,1.26195,1.57941,0.76518,0.78999,0.82442,0.55115,1.22796,1.14512,1.52068,0.0013004,0.0013004,0.0013004
55,603.834,1.34998,1.28473,1.57426,0.77433,0.68939,0.78618,0.50992,1.21307,1.23036,1.49844,0.0012872,0.0012872,0.0012872
56,614.637,1.37165,1.30174,1.58535,0.76951,0.7803,0.84593,0.56656,1.22951,1.12502,1.51285,0.001274,0.001274,0.001274
57,625.767,1.33055,1.2553,1.55928,0.78095,0.74242,0.80815,0.5349,1.19431,1.14441,1.52754,0.0012608,0.0012608,0.0012608
58,636.422,1.38238,1.2831,1.62337,0.78341,0.76725,0.83991,0.54318,1.24233,1.10614,1.54534,0.0012476,0.0012476,0.0012476
59,647.318,1.34744,1.26905,1.55968,0.70299,0.77273,0.78344,0.51952,1.24678,1.20065,1.55088,0.0012344,0.0012344,0.0012344
60,658.288,1.32829,1.23606,1.53099,0.80546,0.75758,0.83384,0.55955,1.18478,1.08414,1.44386,0.0012212,0.0012212,0.0012212
61,669.127,1.29114,1.16982,1.52757,0.81965,0.75747,0.85591,0.5768,1.16048,1.01762,1.48331,0.001208,0.001208,0.001208
62,680.055,1.31604,1.2215,1.53527,0.85123,0.70455,0.83118,0.55637,1.16922,1.02388,1.47474,0.0011948,0.0011948,0.0011948
63,691.126,1.29862,1.18577,1.51337,0.74904,0.78788,0.82558,0.57348,1.12527,1.02409,1.42578,0.0011816,0.0011816,0.0011816
64,701.93,1.27469,1.17211,1.51459,0.81434,0.73103,0.84809,0.57629,1.15992,1.02312,1.42881,0.0011684,0.0011684,0.0011684
65,712.759,1.31391,1.17423,1.53172,0.72483,0.81061,0.82072,0.57412,1.16047,1.09527,1.45825,0.0011552,0.0011552,0.0011552
66,724.046,1.28518,1.15863,1.52413,0.74388,0.82576,0.85185,0.6025,1.16142,1.02703,1.44775,0.001142,0.001142,0.001142
67,734.989,1.31827,1.15305,1.54515,0.84483,0.73485,0.85673,0.60755,1.09322,0.99349,1.42164,0.0011288,0.0011288,0.0011288
68,746.345,1.27527,1.16461,1.51416,0.78453,0.7803,0.84697,0.57094,1.14292,1.01252,1.4711,0.0011156,0.0011156,0.0011156
69,757.646,1.30628,1.14493,1.53137,0.77367,0.81818,0.8635,0.5865,1.216,0.96061,1.49265,0.0011024,0.0011024,0.0011024
70,768.76,1.27356,1.15225,1.51252,0.84302,0.79545,0.88672,0.60845,1.12735,1.02159,1.43666,0.0010892,0.0010892,0.0010892
71,779.482,1.28723,1.15096,1.5298,0.75431,0.85606,0.85454,0.60818,1.07813,0.97204,1.42755,0.001076,0.001076,0.001076
72,790.281,1.24251,1.11974,1.48396,0.80782,0.79612,0.87909,0.62349,1.14156,0.93934,1.45235,0.0010628,0.0010628,0.0010628
73,801.499,1.30791,1.17011,1.52801,0.79338,0.78542,0.85153,0.60672,1.10518,0.97341,1.43592,0.0010496,0.0010496,0.0010496
74,812.208,1.27174,1.14175,1.50483,0.82225,0.81061,0.87775,0.63302,1.09533,0.93735,1.38247,0.0010364,0.0010364,0.0010364
75,823.106,1.24908,1.12193,1.50054,0.85843,0.78094,0.87538,0.62506,1.05849,0.93477,1.40542,0.0010232,0.0010232,0.0010232
76,834.543,1.21827,1.07789,1.47846,0.84992,0.77273,0.8927,0.61813,1.11639,0.9044,1.45753,0.00101,0.00101,0.00101
77,845.302,1.19028,1.04667,1.43202,0.84908,0.75758,0.86475,0.63182,1.06482,0.98308,1.39422,0.0009968,0.0009968,0.0009968
78,856.28,1.23726,1.0535,1.4904,0.80962,0.81818,0.85078,0.6054,1.06099,0.9518,1.35906,0.0009836,0.0009836,0.0009836
79,866.968,1.20724,1.04795,1.46192,0.82483,0.73485,0.8437,0.58582,1.1038,1.02499,1.45237,0.0009704,0.0009704,0.0009704
80,877.768,1.2438,1.05737,1.48088,0.78683,0.84091,0.87634,0.61465,1.10058,0.90793,1.43904,0.0009572,0.0009572,0.0009572
81,888.82,1.21396,1.10521,1.47836,0.80423,0.82576,0.88736,0.61766,1.09896,0.92195,1.42347,0.000944,0.000944,0.000944
82,899.902,1.18525,1.07493,1.44752,0.85708,0.81777,0.90842,0.66289,1.02844,0.85889,1.38288,0.0009308,0.0009308,0.0009308
83,910.557,1.20902,1.04237,1.45452,0.80571,0.84822,0.88062,0.64977,0.98371,0.92332,1.30151,0.0009176,0.0009176,0.0009176
84,921.559,1.18748,1.01782,1.45559,0.81216,0.85167,0.89566,0.65377,1.00189,0.85752,1.35849,0.0009044,0.0009044,0.0009044
85,932.206,1.18433,1.03776,1.44195,0.79435,0.84861,0.90132,0.65061,1.06775,0.83558,1.41127,0.0008912,0.0008912,0.0008912
86,943.237,1.18069,1.01934,1.43078,0.81622,0.80754,0.88383,0.63979,1.02239,0.89552,1.39093,0.000878,0.000878,0.000878
87,954.367,1.1706,0.98684,1.4213,0.75424,0.88636,0.86614,0.63701,1.07,0.88572,1.46192,0.0008648,0.0008648,0.0008648
88,965.3,1.19253,1.03797,1.45153,0.86434,0.87879,0.93984,0.67655,1.01847,0.80028,1.35238,0.0008516,0.0008516,0.0008516
89,976.304,1.17724,1.02011,1.43334,0.80411,0.82576,0.88945,0.63872,1.03198,0.82553,1.41266,0.0008384,0.0008384,0.0008384
90,987.327,1.17909,1.00479,1.45515,0.75665,0.83333,0.85888,0.62059,1.04719,0.94952,1.41526,0.0008252,0.0008252,0.0008252
91,998.067,1.18312,1.0177,1.43464,0.89562,0.84503,0.92341,0.67281,0.99831,0.79569,1.35874,0.000812,0.000812,0.000812
92,1009.27,1.17367,1.00497,1.42808,0.8201,0.84848,0.89489,0.64396,1.03229,0.81376,1.39277,0.0007988,0.0007988,0.0007988
93,1020.48,1.1793,0.99368,1.43464,0.83304,0.83333,0.87789,0.62811,1.04696,0.87991,1.39536,0.0007856,0.0007856,0.0007856
94,1031.78,1.14057,0.96491,1.39142,0.91511,0.81672,0.92849,0.68507,1.01461,0.79513,1.30163,0.0007724,0.0007724,0.0007724
95,1042.67,1.17978,0.97814,1.41314,0.7694,0.90152,0.90892,0.67294,1.05107,0.80979,1.38682,0.0007592,0.0007592,0.0007592
96,1053.49,1.15922,0.9854,1.42881,0.88831,0.88636,0.9211,0.68063,1.00399,0.79952,1.34725,0.000746,0.000746,0.000746
97,1064.3,1.14736,0.99417,1.40356,0.83886,0.95455,0.94751,0.71696,0.98829,0.71883,1.32472,0.0007328,0.0007328,0.0007328
98,1075.37,1.12007,0.96825,1.40393,0.84519,0.82724,0.89425,0.65476,1.01297,0.85378,1.38229,0.0007196,0.0007196,0.0007196
99,1086.22,1.14764,0.96618,1.40998,0.81461,0.92424,0.93271,0.69475,0.96384,0.74531,1.31649,0.0007064,0.0007064,0.0007064
100,1097.4,1.14628,0.94481,1.39911,0.83002,0.88786,0.92028,0.69133,0.96326,0.76437,1.34157,0.0006932,0.0006932,0.0006932
101,1108.21,1.1415,0.97079,1.42258,0.79562,0.91667,0.9245,0.69372,0.97864,0.75376,1.31609,0.00068,0.00068,0.00068
102,1119.38,1.12479,0.93208,1.3975,0.88118,0.87121,0.94967,0.7056,0.95079,0.72979,1.32732,0.0006668,0.0006668,0.0006668
103,1130.36,1.11294,0.93121,1.39313,0.80803,0.91667,0.90488,0.67885,0.96475,0.78489,1.32941,0.0006536,0.0006536,0.0006536
104,1141.71,1.09481,0.90184,1.34768,0.8105,0.90724,0.91168,0.69617,0.93249,0.78741,1.30046,0.0006404,0.0006404,0.0006404
105,1152.53,1.10334,0.9158,1.36733,0.88387,0.87879,0.9297,0.68913,0.95935,0.72805,1.29466,0.0006272,0.0006272,0.0006272
106,1163.41,1.11477,0.893,1.36326,0.87268,0.81818,0.91217,0.67369,1.01546,0.75607,1.38649,0.000614,0.000614,0.000614
107,1174.58,1.12946,0.88771,1.3891,0.85263,0.90909,0.93118,0.69945,0.95683,0.74515,1.28994,0.0006008,0.0006008,0.0006008
108,1185.58,1.09962,0.91135,1.35934,0.86497,0.81061,0.91524,0.69175,0.94521,0.76967,1.31538,0.0005876,0.0005876,0.0005876
109,1196.52,1.11963,0.8947,1.3831,0.84802,0.92424,0.93817,0.69338,0.97058,0.72109,1.31471,0.0005744,0.0005744,0.0005744
110,1207.78,1.06687,0.87177,1.36093,0.8807,0.87879,0.94001,0.70384,0.93847,0.70286,1.32078,0.0005612,0.0005612,0.0005612
111,1218.4,1.09389,0.87741,1.36478,0.83487,0.84263,0.92419,0.68948,0.94458,0.74366,1.27968,0.000548,0.000548,0.000548
112,1229.4,1.08995,0.89456,1.34428,0.85668,0.90152,0.95537,0.72203,0.93861,0.68714,1.23163,0.0005348,0.0005348,0.0005348
113,1240.09,1.08389,0.8821,1.3617,0.8325,0.90369,0.9376,0.71023,0.92915,0.68965,1.27601,0.0005216,0.0005216,0.0005216
114,1251.15,1.07595,0.87594,1.35485,0.8759,0.90909,0.9533,0.72622,0.9417,0.6598,1.30782,0.0005084,0.0005084,0.0005084
115,1262.05,1.07575,0.86871,1.35253,0.87423,0.89523,0.94632,0.71248,0.9484,0.66893,1.28822,0.0004952,0.0004952,0.0004952
116,1272.97,1.04996,0.82367,1.34023,0.83371,0.93939,0.93151,0.70962,0.92044,0.70238,1.28738,0.000482,0.000482,0.000482
117,1284.07,1.0572,0.85409,1.33722,0.86713,0.88992,0.94829,0.72231,0.92482,0.68024,1.28245,0.0004688,0.0004688,0.0004688
118,1294.88,1.06484,0.85469,1.36417,0.87974,0.88673,0.94467,0.72661,0.94049,0.68342,1.3019,0.0004556,0.0004556,0.0004556
119,1306,1.05849,0.84516,1.33978,0.8607,0.88938,0.92691,0.7076,0.8981,0.68172,1.28022,0.0004424,0.0004424,0.0004424
120,1316.93,1.05334,0.85649,1.34106,0.88741,0.89568,0.95766,0.7385,0.88754,0.64783,1.24233,0.0004292,0.0004292,0.0004292
121,1328.58,1.06301,0.8399,1.32994,0.87609,0.91055,0.95061,0.72356,0.9165,0.65357,1.28893,0.000416,0.000416,0.000416
122,1341.28,1.0461,0.83914,1.32331,0.8312,0.93263,0.95592,0.7384,0.90226,0.6409,1.28023,0.0004028,0.0004028,0.0004028
123,1354.29,1.05779,0.8349,1.34887,0.90642,0.90152,0.96208,0.74587,0.9075,0.65713,1.22127,0.0003896,0.0003896,0.0003896
124,1366.16,1.05936,0.82878,1.32734,0.90601,0.91667,0.96245,0.7319,0.93267,0.64302,1.28685,0.0003764,0.0003764,0.0003764
125,1376.93,1.04146,0.8447,1.31604,0.90264,0.84848,0.95074,0.71788,0.93655,0.66831,1.27629,0.0003632,0.0003632,0.0003632
126,1388.07,1.01481,0.8128,1.30142,0.90186,0.89394,0.95404,0.73769,0.89613,0.64866,1.26175,0.00035,0.00035,0.00035
127,1399.24,1.01777,0.79948,1.31442,0.91457,0.89394,0.95321,0.72582,0.90853,0.65909,1.26656,0.0003368,0.0003368,0.0003368
128,1411.01,1.04897,0.80553,1.3098,0.88714,0.91667,0.96629,0.74153,0.90115,0.61421,1.24865,0.0003236,0.0003236,0.0003236
129,1421.99,1.05029,0.82206,1.32001,0.8746,0.95104,0.96042,0.73703,0.90018,0.62976,1.26592,0.0003104,0.0003104,0.0003104
130,1433.32,1.03824,0.81926,1.32939,0.90812,0.93182,0.96914,0.73816,0.90605,0.5954,1.26797,0.0002972,0.0002972,0.0002972
131,1444.61,0.99657,0.77615,1.29214,0.87329,0.88762,0.9542,0.73255,0.89783,0.6402,1.29237,0.000284,0.000284,0.000284
132,1455.97,0.97251,0.79603,1.29018,0.89315,0.93939,0.97095,0.73954,0.8901,0.59659,1.28055,0.0002708,0.0002708,0.0002708
133,1467.06,1.0233,0.79862,1.31351,0.8354,0.96127,0.95987,0.73392,0.8954,0.64123,1.27479,0.0002576,0.0002576,0.0002576
134,1477.63,1.02468,0.81258,1.31074,0.88253,0.92424,0.95944,0.73115,0.8957,0.64957,1.27044,0.0002444,0.0002444,0.0002444
135,1487.98,0.99509,0.78578,1.2878,0.88135,0.90041,0.96036,0.74237,0.88716,0.63574,1.27347,0.0002312,0.0002312,0.0002312
136,1498.58,1.00757,0.78798,1.29872,0.90264,0.92424,0.96463,0.74023,0.88535,0.61908,1.2333,0.000218,0.000218,0.000218
137,1509.4,1.00914,0.80123,1.29777,0.92418,0.9234,0.96484,0.7525,0.89002,0.59596,1.25146,0.0002048,0.0002048,0.0002048
138,1520.11,0.97319,0.75759,1.26594,0.87864,0.94697,0.96782,0.74833,0.90261,0.60094,1.28301,0.0001916,0.0001916,0.0001916
139,1531.21,0.97371,0.78061,1.27719,0.90741,0.9652,0.97414,0.75915,0.87531,0.59052,1.27013,0.0001784,0.0001784,0.0001784
140,1542.31,1.00493,0.76868,1.27784,0.89952,0.94952,0.97283,0.74741,0.8779,0.59138,1.27967,0.0001652,0.0001652,0.0001652
141,1556.05,0.87436,0.63752,1.21194,0.91194,0.96212,0.97768,0.75776,0.88207,0.59175,1.26421,0.000152,0.000152,0.000152
142,1566.69,0.89406,0.61796,1.23809,0.88012,0.95455,0.96882,0.7442,0.88928,0.60597,1.26196,0.0001388,0.0001388,0.0001388
143,1576.95,0.87221,0.62024,1.2173,0.87793,0.9697,0.9704,0.74956,0.88672,0.59669,1.25977,0.0001256,0.0001256,0.0001256
144,1587.45,0.86547,0.60856,1.22287,0.92506,0.96212,0.9795,0.76927,0.8534,0.56673,1.25274,0.0001124,0.0001124,0.0001124
145,1597.86,0.86133,0.60777,1.21137,0.88825,0.96348,0.97791,0.77171,0.86044,0.57496,1.24485,9.92e-05,9.92e-05,9.92e-05
146,1609.89,0.84844,0.58972,1.20199,0.94555,0.9209,0.97819,0.77336,0.85299,0.56579,1.2434,8.6e-05,8.6e-05,8.6e-05
147,1620.97,0.84609,0.59877,1.2089,0.9071,0.96164,0.97617,0.77044,0.85322,0.5676,1.25133,7.28e-05,7.28e-05,7.28e-05
148,1631.04,0.84616,0.59186,1.19814,0.93872,0.92835,0.97891,0.77002,0.8485,0.56455,1.24434,5.96e-05,5.96e-05,5.96e-05
149,1641.28,0.83922,0.59341,1.19241,0.91303,0.95433,0.9778,0.77192,0.84648,0.56817,1.24161,4.64e-05,4.64e-05,4.64e-05
150,1651.67,0.81444,0.5673,1.17076,0.91116,0.96212,0.97845,0.7724,0.84734,0.56206,1.24111,3.32e-05,3.32e-05,3.32e-05
