epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,1469.09,0.99572,0.7782,1.44568,0.88176,0.90909,0.95017,0.72868,0.87623,0.66366,1.63753,0.00035,0.00035,0.00035
127,1480.62,0.99997,0.76308,1.46466,0.92421,0.90152,0.96812,0.7526,0.88622,0.61731,1.65063,0.0003368,0.0003368,0.0003368
128,1492.72,1.01293,0.77034,1.47461,0.88402,0.91667,0.96366,0.75486,0.86377,0.60214,1.61111,0.0003236,0.0003236,0.0003236
129,1504.32,0.98453,0.79678,1.45437,0.93584,0.88407,0.96401,0.74962,0.86736,0.61905,1.62404,0.0003104,0.0003104,0.0003104
130,1516,0.98541,0.77523,1.46582,0.90418,0.90909,0.96567,0.75981,0.88661,0.59231,1.63832,0.0002972,0.0002972,0.0002972
131,1527.81,0.96807,0.74524,1.44495,0.88994,0.91667,0.96197,0.75762,0.85282,0.60467,1.60752,0.000284,0.000284,0.000284
132,1539.6,0.95108,0.76719,1.43674,0.89261,0.91667,0.96597,0.76429,0.8518,0.60161,1.62725,0.0002708,0.0002708,0.0002708
133,1551.28,0.9806,0.76063,1.44265,0.91435,0.90909,0.96426,0.75845,0.84893,0.61692,1.62798,0.0002576,0.0002576,0.0002576
134,1562.75,0.98647,0.79938,1.4639,0.8696,0.90934,0.95729,0.75642,0.84806,0.60722,1.61164,0.0002444,0.0002444,0.0002444
135,1574.03,0.96048,0.75049,1.42873,0.88879,0.90821,0.96091,0.76714,0.83379,0.60106,1.58152,0.0002312,0.0002312,0.0002312
136,1585.5,0.97294,0.76158,1.43599,0.91423,0.88829,0.96231,0.76001,0.8492,0.60638,1.60681,0.000218,0.000218,0.000218
137,1597.08,0.96912,0.78027,1.44233,0.92578,0.91667,0.96432,0.76261,0.84185,0.60305,1.60285,0.0002048,0.0002048,0.0002048
138,1608.68,0.94397,0.72936,1.42063,0.91454,0.90909,0.96684,0.76938,0.85437,0.6067,1.65226,0.0001916,0.0001916,0.0001916
139,1620.55,0.92432,0.73951,1.42488,0.9164,0.91667,0.97086,0.77142,0.83294,0.58103,1.60157,0.0001784,0.0001784,0.0001784
140,1632.67,0.93861,0.72823,1.40545,0.88965,0.93939,0.97004,0.76683,0.84073,0.58392,1.60339,0.0001652,0.0001652,0.0001652
141,1646.97,0.81987,0.60681,1.41868,0.93366,0.90909,0.97338,0.76319,0.85674,0.58402,1.6425,0.000152,0.000152,0.000152
142,1658.26,0.83973,0.58709,1.44367,0.95832,0.86364,0.97033,0.75503,0.85941,0.59086,1.66357,0.0001388,0.0001388,0.0001388
143,1669.35,0.83394,0.61022,1.40777,0.93841,0.88636,0.96655,0.76081,0.84591,0.59489,1.64114,0.0001256,0.0001256,0.0001256
144,1680.54,0.83378,0.58002,1.42917,0.94115,0.90152,0.97374,0.76779,0.84371,0.57923,1.6287,0.0001124,0.0001124,0.0001124
145,1691.84,0.8301,0.57601,1.42193,0.92283,0.88636,0.96416,0.76334,0.82636,0.59575,1.60958,9.92e-05,9.92e-05,9.92e-05
146,1703.73,0.82313,0.56698,1.41237,0.93024,0.88636,0.96788,0.76714,0.83936,0.58743,1.62968,8.6e-05,8.6e-05,8.6e-05
147,1714.71,0.8168,0.56554,1.4135,0.9099,0.91804,0.97271,0.77483,0.82763,0.57052,1.61422,7.28e-05,7.28e-05,7.28e-05
148,1725.56,0.80756,0.57718,1.38573,0.90514,0.93971,0.97462,0.77454,0.82934,0.55316,1.61698,5.96e-05,5.96e-05,5.96e-05
149,1736.55,0.79854,0.56731,1.39158,0.90921,0.91667,0.97191,0.77629,0.814,0.56956,1.59555,4.64e-05,4.64e-05,4.64e-05
150,1747.74,0.76648,0.53158,1.337,0.91372,0.91667,0.97338,0.78079,0.81305,0.55725,1.59573,3.32e-05,3.32e-05,3.32e-05
